"","PAR","METHOD","NSIZE","COMMUNALITY","SPECIFICATION","MODERROR","est"
"2350","a","SEM","30","High","Correct","e=0.03 (RC)",0.298764450768874
"2353","a","SS","30","High","Correct","e=0.03 (RC)",0.281674285722072
"2356","a","BS","30","High","Simple","e=0.03 (RC)",0.279965673851046
"2359","a","RS","30","High","Simple","e=0.03 (RC)",0.309650031563679
"2362","a","ILV","30","High","Simple","e=0.03 (RC)",0.29380410937292
"2365","a","SEM","30","High","Simple","e=0.03 (RC)",0.294963425867484
"2368","a","SS","30","High","Simple","e=0.03 (RC)",0.281674285722072
"2371","a","BS","60","High","Correct","e=0.03 (RC)",0.282016987358504
"2374","a","RS","60","High","Correct","e=0.03 (RC)",0.316775770865382
"2377","a","ILV","60","High","Correct","e=0.03 (RC)",0.297471263075133
"2380","a","SEM","60","High","Correct","e=0.03 (RC)",0.299532909667297
"2383","a","SS","60","High","Correct","e=0.03 (RC)",0.280575780517922
"2386","a","BS","60","High","Simple","e=0.03 (RC)",0.280496382875592
"2389","a","RS","60","High","Simple","e=0.03 (RC)",0.312155470892205
"2392","a","ILV","60","High","Simple","e=0.03 (RC)",0.295313951925642
"2395","a","SEM","60","High","Simple","e=0.03 (RC)",0.296434973887848
"2398","a","SS","60","High","Simple","e=0.03 (RC)",0.280575780517922
"2401","a","BS","100","High","Correct","e=0.03 (RC)",0.282041407140015
"2404","a","RS","100","High","Correct","e=0.03 (RC)",0.319443300993401
"2407","a","ILV","100","High","Correct","e=0.03 (RC)",0.299238999907291
"2410","a","SEM","100","High","Correct","e=0.03 (RC)",0.300867351397922
"2413","a","SS","100","High","Correct","e=0.03 (RC)",0.280268346618428
"2416","a","BS","100","High","Simple","e=0.03 (RC)",0.281280310669506
"2419","a","RS","100","High","Simple","e=0.03 (RC)",0.313909665492403
"2422","a","ILV","100","High","Simple","e=0.03 (RC)",0.297185120611898
"2425","a","SEM","100","High","Simple","e=0.03 (RC)",0.297688075773671
"2428","a","SS","100","High","Simple","e=0.03 (RC)",0.280268346618428
"2431","a","BS","200","High","Correct","e=0.03 (RC)",0.280074175856454
"2434","a","RS","200","High","Correct","e=0.03 (RC)",0.318714381812261
"2437","a","ILV","200","High","Correct","e=0.03 (RC)",0.298829486414773
"2440","a","SEM","200","High","Correct","e=0.03 (RC)",0.299504477598704
"2443","a","SS","200","High","Correct","e=0.03 (RC)",0.278133095673592
"2446","a","BS","200","High","Simple","e=0.03 (RC)",0.27944469156345
"2449","a","RS","200","High","Simple","e=0.03 (RC)",0.312535121492188
"2452","a","ILV","200","High","Simple","e=0.03 (RC)",0.295602644895214
"2455","a","SEM","200","High","Simple","e=0.03 (RC)",0.296067655173843
"2458","a","SS","200","High","Simple","e=0.03 (RC)",0.278133095673592
"2461","a","BS","300","High","Correct","e=0.03 (RC)",0.279168103115867
"2464","a","RS","300","High","Correct","e=0.03 (RC)",0.318251724864237
"2467","a","ILV","300","High","Correct","e=0.03 (RC)",0.29836492412796
"2470","a","SEM","300","High","Correct","e=0.03 (RC)",0.298810732783366
"2473","a","SS","300","High","Correct","e=0.03 (RC)",0.276895978077461
"2476","a","BS","300","High","Simple","e=0.03 (RC)",0.278647498143206
"2479","a","RS","300","High","Simple","e=0.03 (RC)",0.311895796831703
"2482","a","ILV","300","High","Simple","e=0.03 (RC)",0.295129957202464
"2485","a","SEM","300","High","Simple","e=0.03 (RC)",0.295340994222625
"2488","a","SS","300","High","Simple","e=0.03 (RC)",0.276895978077461
"2491","a","BS","400","High","Correct","e=0.03 (RC)",0.281139255146756
"2494","a","RS","400","High","Correct","e=0.03 (RC)",0.320703085715751
"2497","a","ILV","400","High","Correct","e=0.03 (RC)",0.300538368998366
"2500","a","SEM","400","High","Correct","e=0.03 (RC)",0.301018636572018
"2503","a","SS","400","High","Correct","e=0.03 (RC)",0.279797461563647
"2506","a","BS","400","High","Simple","e=0.03 (RC)",0.280703249985349
"2509","a","RS","400","High","Simple","e=0.03 (RC)",0.314208882704903
"2512","a","ILV","400","High","Simple","e=0.03 (RC)",0.297144879218872
"2515","a","SEM","400","High","Simple","e=0.03 (RC)",0.297523765199236
"2518","a","SS","400","High","Simple","e=0.03 (RC)",0.279797461563647
"2521","a","BS","30","High","Correct","e=0.09 (RC)",0.27682223794236
"2524","a","RS","30","High","Correct","e=0.09 (RC)",0.311428363092763
"2527","a","ILV","30","High","Correct","e=0.09 (RC)",0.291323564022119
"2530","a","SEM","30","High","Correct","e=0.09 (RC)",0.294325947317703
"2533","a","SS","30","High","Correct","e=0.09 (RC)",0.277946274489463
"2536","a","BS","30","High","Simple","e=0.09 (RC)",0.271567931289318
"2539","a","RS","30","High","Simple","e=0.09 (RC)",0.296249717633011
"2542","a","ILV","30","High","Simple","e=0.09 (RC)",0.283354828738221
"2545","a","SEM","30","High","Simple","e=0.09 (RC)",0.284007543901096
"2548","a","SS","30","High","Simple","e=0.09 (RC)",0.277946274489463
"2551","a","BS","60","High","Correct","e=0.09 (RC)",0.276265444014944
"2554","a","RS","60","High","Correct","e=0.09 (RC)",0.316543047072629
"2557","a","ILV","60","High","Correct","e=0.09 (RC)",0.293785455322992
"2560","a","SEM","60","High","Correct","e=0.09 (RC)",0.296599804497932
"2563","a","SS","60","High","Correct","e=0.09 (RC)",0.274810976269023
"2566","a","BS","60","High","Simple","e=0.09 (RC)",0.273066395330047
"2569","a","RS","60","High","Simple","e=0.09 (RC)",0.30043977008758
"2572","a","ILV","60","High","Simple","e=0.09 (RC)",0.285871571165045
"2575","a","SEM","60","High","Simple","e=0.09 (RC)",0.286834139135185
"2578","a","SS","60","High","Simple","e=0.09 (RC)",0.274810976269023
"2581","a","BS","100","High","Correct","e=0.09 (RC)",0.278952258696195
"2584","a","RS","100","High","Correct","e=0.09 (RC)",0.32259472823177
"2587","a","ILV","100","High","Correct","e=0.09 (RC)",0.299378882558505
"2590","a","SEM","100","High","Correct","e=0.09 (RC)",0.300921781377483
"2593","a","SS","100","High","Correct","e=0.09 (RC)",0.278662131038157
"2596","a","BS","100","High","Simple","e=0.09 (RC)",0.276373723780554
"2599","a","RS","100","High","Simple","e=0.09 (RC)",0.305344297312837
"2602","a","ILV","100","High","Simple","e=0.09 (RC)",0.290454103192547
"2605","a","SEM","100","High","Simple","e=0.09 (RC)",0.290920053835701
"2608","a","SS","100","High","Simple","e=0.09 (RC)",0.278662131038157
"2611","a","BS","200","High","Correct","e=0.09 (RC)",0.280559306856954
"2614","a","RS","200","High","Correct","e=0.09 (RC)",0.325644168082444
"2617","a","ILV","200","High","Correct","e=0.09 (RC)",0.302414483102495
"2620","a","SEM","200","High","Correct","e=0.09 (RC)",0.303242226985383
"2623","a","SS","200","High","Correct","e=0.09 (RC)",0.27818536474281
"2626","a","BS","200","High","Simple","e=0.09 (RC)",0.278464783803656
"2629","a","RS","200","High","Simple","e=0.09 (RC)",0.308141283245032
"2632","a","ILV","200","High","Simple","e=0.09 (RC)",0.292889093335718
"2635","a","SEM","200","High","Simple","e=0.09 (RC)",0.293358934148331
"2638","a","SS","200","High","Simple","e=0.09 (RC)",0.27818536474281
"2641","a","BS","300","High","Correct","e=0.09 (RC)",0.278450351761446
"2644","a","RS","300","High","Correct","e=0.09 (RC)",0.32393337005738
"2647","a","ILV","300","High","Correct","e=0.09 (RC)",0.300622629795961
"2650","a","SEM","300","High","Correct","e=0.09 (RC)",0.301332917851482
"2653","a","SS","300","High","Correct","e=0.09 (RC)",0.277139007828631
"2656","a","BS","300","High","Simple","e=0.09 (RC)",0.276779714284916
"2659","a","RS","300","High","Simple","e=0.09 (RC)",0.306606177046919
"2662","a","ILV","300","High","Simple","e=0.09 (RC)",0.291514194918099
"2665","a","SEM","300","High","Simple","e=0.09 (RC)",0.291748889155277
"2668","a","SS","300","High","Simple","e=0.09 (RC)",0.277139007828631
"2671","a","BS","400","High","Correct","e=0.09 (RC)",0.277307916549929
"2674","a","RS","400","High","Correct","e=0.09 (RC)",0.322872266810269
"2677","a","ILV","400","High","Correct","e=0.09 (RC)",0.299896034651301
"2680","a","SEM","400","High","Correct","e=0.09 (RC)",0.300212554335688
"2683","a","SS","400","High","Correct","e=0.09 (RC)",0.275649368109812
"2686","a","BS","400","High","Simple","e=0.09 (RC)",0.27574981591455
"2689","a","RS","400","High","Simple","e=0.09 (RC)",0.305622248873398
"2692","a","ILV","400","High","Simple","e=0.09 (RC)",0.290778301854497
"2695","a","SEM","400","High","Simple","e=0.09 (RC)",0.290735101379143
"2698","a","SS","400","High","Simple","e=0.09 (RC)",0.275649368109812
